parking,name,owner,address,postCode,email,telephone,type,capacity,latitude,longitude,shape
https://velopark.ilabt.imec.be/data/Stad-Oostende_Fietsenstalling-klein-strand,Fietsenstalling-klein-strand,Stad-Oostende,Havengeulkaai,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,66,51.2345686,2.9215157,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Fietsenstalling-zwembad,Fietsenstalling-zwembad,Stad-Oostende,Koninginnelaan 1,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,122,51.2264966,2.9055887,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stockholmstraat-33,Stockholmstraat-33,Stad-Oostende,Stockholmstraat 33,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,18,51.2258995,2.91720789999999,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stockholmstraat-37,Stockholmstraat-37,Stad-Oostende,Stockholmstraat 35,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2258655,2.91738310000005,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Ieperstraat-32,Ieperstraat-32,Stad-Oostende,Ieperstraat 32,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2257457,2.9162049,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Ieperstraat-27,Ieperstraat-27,Stad-Oostende,Ieperstraat 27,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2257332,2.91599220000001,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Ieperstraat-32a,Ieperstraat-32a,Stad-Oostende,Ieperstraat 32A,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2256567,2.9163069,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Romestraat-27,Romestraat-27,Stad-Oostende,Romestraat 27,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2253126,2.91500769999993,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Amsterdamstraat-Romestraat,Amsterdamstraat-Romestraat,Stad-Oostende,Romestraat 27,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2252704,2.9150677,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Amsterdamstraat-22,Amsterdamstraat-22,Stad-Oostende,Amsterdamstraat 22,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2255387,2.91609740000001,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Antwerpenstraat-2,Antwerpenstraat-2,Stad-Oostende,Antwerpenstraat 1,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2255813,2.91272950000007,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Rogierlaan-64,Rogierlaan-64,Stad-Oostende,Alfons Pieterslaan 14,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2257521,2.91279220000001,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Alfons-Pieterslaan-47,Alfons-Pieterslaan-47,Stad-Oostende,Alfons Pieterslaan 47,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2256958,2.91272479999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Jules-Peurquaetstraat-37A,Jules-Peurquaetstraat-37A,Stad-Oostende,Jules Peurquaetstraat 37A,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2255168,2.91148169999997,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Amsterdamstraat-76,Amsterdamstraat-76,Stad-Oostende,Amsterdamstraat 76,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2242543,2.91285019999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Amsterdamstraat-74,Amsterdamstraat-74,Stad-Oostende,Amsterdamstraat 55,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2243718,2.91298040000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Jules-Peurquatstraat-Amsterdamstraat,Jules-Peurquatstraat-Amsterdamstraat,Stad-Oostende,Amsterdamstraat 55,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2244238,2.9129246,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Amsterdamstraat-69,Amsterdamstraat-69,Stad-Oostende,Amsterdamstraat 67,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2241797,2.91225850000001,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Peter-Benoitstraat-Amsterdamstraat,Peter-Benoitstraat-Amsterdamstraat,Stad-Oostende,Amsterdamstraat 69,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2241348,2.9122728,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Peter-Benoitstraat-46,Peter-Benoitstraat-46,Stad-Oostende,Peter Benoitstraat 46A,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2240071,2.91254700000002,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kaïrostraat,Kaïrostraat,Stad-Oostende,8400 Oostende,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,30,51.2227775,2.9123533,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Koninginnelaan-70,Koninginnelaan-70,Stad-Oostende,Koninginnelaan 79,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2239,2.90931769999997,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Vindictivelaan-1,Vindictivelaan-1,Stad-Oostende,Vindictivelaan,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,30,51.2268124,2.9170954,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Spoorwegstraat-41,Spoorwegstraat-41,Stad-Oostende,Spoorwegstraat 41,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2222373,2.91674699999999,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Spoorwegstraat-Edith-Cavellstraat,Spoorwegstraat-Edith-Cavellstraat,Stad-Oostende,8400 Oostende,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,12,51.2219712,2.9165375,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Spoorwegstraat-40,Spoorwegstraat-40,Stad-Oostende,Spoorwegstraat,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2220653,2.9167843,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Alfons-Pieterslaan-85,Alfons-Pieterslaan-85,Stad-Oostende,Alfons Pieterslaan 85,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2251947,2.91058429999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Aartshertoginnestraat,Aartshertoginnestraat,Stad-Oostende,Vindictivelaan 7,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,12,51.2275077,2.9186511,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Aartshertoginnestraat-43,Aartshertoginnestraat-43,Stad-Oostende,Aartshertoginnestraat 43,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2280305,2.91836820000003,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Euphrosina-Beernaertstraat-8,Euphrosina-Beernaertstraat-8,Stad-Oostende,Euphrosina Beernaertstraat 8,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,16,51.2281696,2.9188709,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Euphrosina-Beernaertstraat-5,Euphrosina-Beernaertstraat-5,Stad-Oostende,Euphrosina Beernaertstraat 5,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,30,51.2283123,2.91942740000002,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Christinastraat-140,Christinastraat-140,Stad-Oostende,Christinastraat 138,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,30,51.2283184,2.92023419999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kapellebrug,Kapellebrug,Stad-Oostende,Kapellestraat,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2278571,2.9216337,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Vindictivelaan-26,Vindictivelaan-26,Stad-Oostende,Vindictivelaan 26,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,14,51.2288108,2.92336320000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Natiënkaai,Natiënkaai,Stad-Oostende,Mercatorsluis,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,40,51.229137,2.9244554,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stationsplein,Stationsplein,Stad-Oostende,Natiënkaai,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,1008,51.22909,2.9252011,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Sint-Petrus--en-Paulusplein,Sint-Petrus--en-Paulusplein,Stad-Oostende,Sint-Petrus-en-Paulusplein 17,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,18,51.2295368,2.9229587,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Sint-Pietersstraat,Sint-Pietersstraat,Stad-Oostende,Sint-Pietersstraat,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,22,51.2299231,2.920298,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kerkstraat-35,Kerkstraat-35,Stad-Oostende,Kerkstraat 35,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2304887,2.91978560000007,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Paulusplein,Paulusplein,Stad-Oostende,Pastoor Pypestraat 5,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2305747,2.9225886,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Sint-Franciscusstraat-22,Sint-Franciscusstraat-22,Stad-Oostende,Sint-Franciscusstraat 20,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2318188,2.92117870000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kaaistraat-3,Kaaistraat-3,Stad-Oostende,Kaaistraat 1A,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2316554,2.91981599999997,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kerkstraat-9,Kerkstraat-9,Stad-Oostende,Kerkstraat 9,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.2314019,2.91895709999994,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kerkstraat-3,Kerkstraat-3,Stad-Oostende,Kerkstraat 4,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2319447,2.91850640000007,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Sint-Sebastiaansstraat-7,Sint-Sebastiaansstraat-7,Stad-Oostende,Sint-Sebastiaansstraat 5,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,18,51.2316103,2.91709709999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Marie-Joséplein,Marie-Joséplein,Stad-Oostende,Marie-Joséplein 11,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2306318,2.9141611,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Jozef-II-straat-35,Jozef-II-straat-35,Stad-Oostende,Jozef II-Straat 35,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.2289414,2.9199848,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Jozef-II-straat-37,Jozef-II-straat-37,Stad-Oostende,Jozef II-Straat 35,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,22,51.2290227,2.92004059999999,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kursaal-Westhelling,Kursaal-Westhelling,Stad-Oostende,Kursaal-Westhelling,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,18,51.2313708,2.9114091,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kursaal-Oosthelling,Kursaal-Oosthelling,Stad-Oostende,Van Iseghemlaan 87,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2318814,2.9129407,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Albert-I-promenade-21,Albert-I-promenade-21,Stad-Oostende,Albert I-Promenade 21,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,20,51.2353702,2.91777330000002,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Londenstraat-9,Londenstraat-9,Stad-Oostende,Londenstraat 9,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.234555,2.91971390000003,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kapucijnenstraat-Van-Iseghemlaan,Kapucijnenstraat-Van-Iseghemlaan,Stad-Oostende,Kapucijnenstraat 31,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,12,51.2345518,2.9173905,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Achturenplein,Achturenplein,Stad-Oostende,Spanjaardstraat,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,12,51.2339748,2.91709289999994,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Van-Iseghemlaan-38,Van-Iseghemlaan-38,Stad-Oostende,Van Iseghemlaan 39,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2335739,2.91578530000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Van-Iseghemlaan-52,Van-Iseghemlaan-52,Stad-Oostende,Van Iseghemlaan 52,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2322005,2.9138392,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Van-Iseghemlaan-48,Van-Iseghemlaan-48,Stad-Oostende,Van Iseghemlaan 48,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2324021,2.9141396,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Monacoplein-Langestraat,Monacoplein-Langestraat,Stad-Oostende,Langestraat 2,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,11,51.2314599,2.9131177,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-II-laan-29,Leopold-II-laan-29,Stad-Oostende,Leopold II-Laan 29,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2311727,2.9128361,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-II-laan-34,Leopold-II-laan-34,Stad-Oostende,Leopold II-Laan 34,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2311408,2.9127207,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Langestraat-11,Langestraat-11,Stad-Oostende,Langestraat 2,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,14,51.2315657,2.9135013,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Christinastraat-Langestraat,Christinastraat-Langestraat,Stad-Oostende,Langestraat 34,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,40,51.2324289,2.9152635,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Langestraat-53,Langestraat-53,Stad-Oostende,Langestraat 53,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2328238,2.91669950000005,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Kanunnik-Dr.-Louis-Colensstraat-8,Kanunnik-Dr.-Louis-Colensstraat-8,Stad-Oostende,Kanunnik Dokter Louis Colensstraat 6,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,14,51.2271069,2.91620490000003,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leon-Spilliaertstraat-55,Leon-Spilliaertstraat-55,Stad-Oostende,Euphrosina Beernaertstraat 29,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2272049,2.91308019999997,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Rogierlaan-16,Rogierlaan-16,Stad-Oostende,Rogierlaan 16,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,54,51.2271994,2.91147649999994,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-I-plein-4,Leopold-I-plein-4,Stad-Oostende,Leopold I-Plein 3,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,14,51.2279142,2.9106849,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-I-plein,Leopold-I-plein,Stad-Oostende,Leopold I-Plein 6,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2279848,2.9101646,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-I-plein-1,Leopold-I-plein-1,Stad-Oostende,Leopold I-Plein 5A,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2281427,2.9102075,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-I-plein-10,Leopold-I-plein-10,Stad-Oostende,Leopold I-Plein 10,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2282535,2.9106796,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Leopold-I-plein-8,Leopold-I-plein-8,Stad-Oostende,Leopold I-Plein 1,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2280956,2.9107493,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Torhoutsesteenweg-19,Torhoutsesteenweg-19,Stad-Oostende,Torhoutsesteenweg 19,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2264415,2.9095307,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Torhoutsesteenweg-46,Torhoutsesteenweg-46,Stad-Oostende,Torhoutsesteenweg 46,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2258646,2.90960789999997,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Torhoutsesteenweg-55,Torhoutsesteenweg-55,Stad-Oostende,Torhoutsesteenweg 72,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,5,51.2250531,2.9092733,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Lijnbaanstraat,Lijnbaanstraat,Stad-Oostende,Lijnbaanstraat 26,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,40,51.2302287,2.91834,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Graaf-de-Smet-de-Naeyerlaan-70,Graaf-de-Smet-de-Naeyerlaan-70,Stad-Oostende,Graaf de Smet de Naeyerlaan 70,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2246957,2.92590960000007,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Lijsterstraat-6,Lijsterstraat-6,Stad-Oostende,Lijsterstraat 6,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2117424,2.93199930000003,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Oprit-Gistelsesteenweg,Oprit-Gistelsesteenweg,Stad-Oostende,Gistelsesteenweg 127,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2100761,2.9302919,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Gistelsesteenweg-Zilverlaan,Gistelsesteenweg-Zilverlaan,Stad-Oostende,Zilverlaan,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.2099484,2.9301739,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Sportparklaan-Mr.-V,Sportparklaan-Mr.-V,Stad-Oostende,Sportparklaan,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,34,51.2031325,2.9235005,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Violierenlaan-3,Violierenlaan-3,Stad-Oostende,Violierenlaan 12,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2125947,2.88035639999998,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Violierenlaan-3b,Violierenlaan-3b,Stad-Oostende,Violierenlaan 14,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.2125495,2.8802526,
https://velopark.ilabt.imec.be/data/Stad-Oostende_'t-Viooltje,'t-Viooltje,Stad-Oostende,Violierenlaan 3,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2127981,2.8802097,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Madeliefjeslaan-65,Madeliefjeslaan-65,Stad-Oostende,Madeliefjeslaan,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.212064,2.87413620000007,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Dorpsstraat-39,Dorpsstraat-39,Stad-Oostende,Dorpsstraat 35,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.2102969,2.87342749999993,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Dorpsstraat-81,Dorpsstraat-81,Stad-Oostende,Dorpsstraat 81,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,8,51.2110999,2.87269600000002,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Dorpsstraat-101,Dorpsstraat-101,Stad-Oostende,Dorpsstraat 101,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,16,51.2116741,2.8722479,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stuiverstraat-378,Stuiverstraat-378,Stad-Oostende,Stuiverstraat 376,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2107694,2.91500640000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stuiverstraat-414,Stuiverstraat-414,Stad-Oostende,Stuiverstraat 408,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,2,51.2106474,2.9156685,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stuiverstraat-420,Stuiverstraat-420,Stad-Oostende,Stuiverstraat 424,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,6,51.2100036,2.91632440000001,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Stuiverstraat-kerkhof,Stuiverstraat-kerkhof,Stad-Oostende,Stuiverstraat 375,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,4,51.209814,2.9161835,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Emiel-Moysonplein-4,Emiel-Moysonplein-4,Stad-Oostende,8400 Oostende,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.2102581,2.91772460000004,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Emiel-Moysonplein-1,Emiel-Moysonplein-1,Stad-Oostende,Emiel Moysonplein,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,9,51.2098308,2.9179215,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Emiel-Moysonplein-2,Emiel-Moysonplein-2,Stad-Oostende,8400 Oostende,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,30,51.2099921,2.9180825,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Emiel-Moysonplein-3,Emiel-Moysonplein-3,Stad-Oostende,Emiel Moysonplein 6,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,10,51.21015,2.9180127,
https://velopark.ilabt.imec.be/data/Stad-Oostende_Emiel-Moysonplein,Emiel-Moysonplein,Stad-Oostende,Emiel Moysonplein 5,8400,stadsbestuur@oostende.be,059805500,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,18,51.2101568,2.9175514,
